City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Windspeed,Country,Date
364,fukuecho,32.6881,128.8419,62.28,94,100,21.59,JP,1683407369
365,san patricio,28.017,-97.5169,89.19,63,100,17.69,US,1683407369
366,sopron,47.685,16.5905,58.66,82,100,5.44,HU,1683407370
367,oranjemund,-28.55,16.4333,54.95,89,0,6.33,NA,1683407370
368,mitsamiouli,-11.3847,43.2844,80.55,74,2,6.51,KM,1683407370
369,la'ie,21.6477,-157.9253,82.36,71,99,21.27,US,1683407370
370,antigo,45.1402,-89.1523,56.12,93,100,12.66,US,1683407370
371,omutinskiy,56.4745,67.6709,56.95,35,14,8.63,RU,1683407371
372,angaur state,6.906,134.13,82.62,69,100,7.74,PW,1683407371
373,san fernando del valle de catamarca,-28.4696,-65.7852,73.06,48,34,3.0,AR,1683407371
374,wichian buri,15.6578,101.106,87.12,56,86,7.67,TH,1683407371
375,miles city,46.4083,-105.8406,58.17,72,0,17.27,US,1683407085
376,fisterra,42.9049,-9.2629,61.75,93,99,8.43,ES,1683407372
377,cuyo,10.8525,121.0086,83.19,76,88,7.47,PH,1683407372
378,ghat,24.9647,10.1728,81.23,15,29,8.63,LY,1683407372
379,novaya igirma,57.1334,103.9112,28.71,98,31,3.76,RU,1683407372
380,dakhla,23.6848,-15.958,66.63,82,0,26.71,EH,1683407372
381,ornskoldsvik,63.2909,18.7153,31.15,100,57,1.14,SE,1683407373
382,taco pozo,-25.6167,-63.2833,68.23,60,52,6.62,AR,1683407373
383,rosalie,15.3667,-61.2667,83.1,70,4,11.43,DM,1683407373
384,kiunga,-6.1219,141.2906,73.0,99,83,2.28,PG,1683407373
385,san antonio de pale,-1.4014,5.6325,82.31,73,100,3.24,GQ,1683407374
386,beroroha,-21.6667,45.1667,71.83,64,54,0.36,MG,1683407374
387,cukai,4.25,103.4167,78.51,90,100,3.65,MY,1683407374
388,alvaraes,-3.2208,-64.8042,82.27,94,98,3.36,BR,1683407374
389,ineu,46.4333,21.85,57.92,78,76,5.01,RO,1683407374
390,khandyga,62.6667,135.6,35.47,94,100,9.46,RU,1683407375
391,flying fish cove,-10.4217,105.6791,80.28,89,75,6.91,CX,1683407375
392,kupang,-10.1667,123.5833,77.77,86,36,9.13,ID,1683407375
393,timbuktu,16.7735,-3.0074,95.23,15,52,7.07,ML,1683407375
394,ola,59.5833,151.2833,33.82,81,10,2.86,RU,1683407375
395,brak,27.5496,14.2714,74.3,18,0,5.14,LY,1683407376
396,coruripe,-10.1256,-36.1756,78.01,78,1,5.93,BR,1683407376
397,burela de cabo,43.65,-7.4,61.18,93,18,6.93,ES,1683407376
398,lucapa,-8.4192,20.7447,71.38,73,55,1.61,AO,1683407376
399,ibiza,38.9088,1.433,67.93,71,0,8.05,ES,1683407273
400,bhuban,20.8833,85.8333,82.45,73,0,1.63,IN,1683407238
401,happy valley-goose bay,53.3168,-60.3315,48.92,45,100,3.69,CA,1683407336
402,nogliki,51.8333,143.1667,35.35,74,100,7.16,RU,1683407377
403,rumonge,-3.9736,29.4386,71.08,87,16,2.66,BI,1683407377
404,saipan,15.1355,145.701,81.64,100,75,13.8,MP,1683407373
405,nevada,39.2502,-116.7512,41.61,47,42,10.87,US,1683407336
406,antsiranana,-12.2787,49.2917,75.65,82,1,11.65,MG,1683407256
407,al jawf,29.5,38.75,71.46,27,0,15.68,SA,1683407378
408,sona,45.4388,10.8255,67.12,68,0,5.75,IT,1683407378
409,ulladulla,-35.35,150.4667,51.06,87,97,9.66,AU,1683407378
410,alta gracia,-31.6529,-64.4283,66.88,66,41,4.63,AR,1683407212
411,el calafate,-50.3408,-72.2768,45.95,69,1,7.25,AR,1683407379
412,ta`u,-14.2336,-169.5144,82.09,73,10,11.01,AS,1683407379
413,nokia,61.4667,23.5,36.54,62,0,3.44,FI,1683407379
414,baiao,-2.7906,-49.6717,78.3,90,100,2.06,BR,1683407379
415,nejo,9.5,35.5,67.69,65,100,2.68,ET,1683407379
416,farafangana,-22.8167,47.8333,72.57,85,100,3.8,MG,1683407380
417,berezovyy,51.6667,135.7,41.61,74,100,2.75,RU,1683407380
418,egilsstadir,65.2653,-14.3948,48.76,92,94,6.98,IS,1683407380
419,nouadhibou,20.931,-17.0347,71.58,64,0,21.85,MR,1683407380
420,tuy hoa,13.0833,109.3,79.95,86,100,3.51,VN,1683407380
421,rikaze,29.25,88.8833,41.65,42,0,3.69,CN,1683407456
422,conceicao do araguaia,-8.2578,-49.2647,78.35,84,69,1.92,BR,1683407456
423,nyurba,63.2842,118.3319,30.61,96,91,12.03,RU,1683407456
424,manga,11.6636,-1.0731,91.74,37,90,19.46,BF,1683407456
425,cidade velha,14.9167,-23.6167,73.87,68,20,21.85,CV,1683407457
426,mount pleasant,32.7941,-79.8626,78.31,50,0,9.22,US,1683407253
427,las tablas,7.7667,-80.2833,91.17,99,99,23.29,PA,1683407457
428,port augusta,-32.5,137.7667,47.95,70,5,5.1,AU,1683407457
429,katsuren-haebaru,26.3369,127.8719,77.4,83,100,14.58,JP,1683407457
430,kittila,67.6647,24.8936,33.94,51,0,4.61,FI,1683407458
431,okhotsk,59.3833,143.3,37.17,75,10,2.55,RU,1683407458
432,champerico,14.3,-91.9167,89.65,63,82,13.8,GT,1683407458
433,guanare,9.0418,-69.7421,98.33,24,60,2.86,VE,1683407458
434,itatiba,-23.0058,-46.8389,77.52,80,100,4.81,BR,1683407459
435,sunland park,31.7965,-106.58,84.65,8,0,11.5,US,1683407459
436,monte alegre,-2.0078,-54.0692,82.04,77,83,3.36,BR,1683407459
437,olinda,-8.0089,-34.8553,82.13,69,40,11.5,BR,1683407459
438,zinjibar,13.1287,45.3807,89.53,56,97,4.27,YE,1683407459
439,akureyri,65.6835,-18.0878,53.6,60,22,3.13,IS,1683407459
440,cannonvale,-20.2833,148.7,74.59,72,88,6.89,AU,1683407460
441,weiz,47.2167,15.6167,56.32,96,98,3.24,AT,1683407460
442,sao vicente,-23.9631,-46.3919,78.98,26,100,1.99,BR,1683407318
443,sorong,-0.8833,131.25,79.36,87,60,4.7,ID,1683407460
444,gornopravdinsk,60.05,69.9,51.6,60,95,6.22,RU,1683407461
445,kretinga,55.8758,21.2508,40.75,45,0,5.75,LT,1683407461
446,aswan,24.0934,32.907,78.84,19,0,10.65,EG,1683407461
447,bestobe,52.4994,73.0975,58.03,27,17,2.48,KZ,1683407461
448,santa rosa del sur,7.9644,-74.0544,87.67,54,72,1.12,CO,1683407462
449,asau,46.4333,26.4,47.32,83,97,1.97,RO,1683407462
450,dazhou,31.2159,107.5009,62.33,94,100,7.67,CN,1683407462
451,conceicao da barra,-18.5933,-39.7322,75.02,74,0,9.37,BR,1683407462
452,sabang,5.8933,95.3214,81.66,80,100,16.96,ID,1683407463
453,tinajo,29.0788,-13.7081,68.88,73,40,21.85,ES,1683407463
454,new norfolk,-42.7826,147.0587,38.91,77,7,2.98,AU,1683407343
455,kavarna,43.4333,28.3333,58.28,73,56,12.73,BG,1683407463
456,tralee,52.2704,-9.7026,51.22,88,93,4.79,IE,1683407364
457,cabo san lucas,22.8909,-109.9124,82.71,53,75,6.91,MX,1683407286
458,harnosand,62.6323,17.9379,33.8,85,67,7.74,SE,1683407354
459,puerto baquerizo moreno,-0.9,-89.6,81.59,89,40,8.05,EC,1683407319
460,villa gesell,-37.2639,-56.973,64.06,97,100,15.97,AR,1683407464
461,bereznik,62.8551,42.7072,28.74,76,100,9.98,RU,1683407464
462,tres arroyos,-38.3739,-60.2798,56.05,90,100,5.46,AR,1683407464
463,abuyog,10.6667,125.05,75.47,89,91,1.83,PH,1683407540
464,tindouf,27.6711,-8.1474,73.49,30,91,19.48,DZ,1683407540
465,semirom,31.4167,51.5667,52.86,27,0,2.35,IR,1683407540
466,usinsk,65.9939,57.5281,23.94,81,100,22.59,RU,1683407540
467,xinzhi,36.4989,111.7047,51.13,82,91,5.75,CN,1683407542
468,midvagur,62.0511,-7.1939,47.23,93,100,21.85,FO,1683407542
469,alice springs,-23.7,133.8833,47.75,76,80,12.82,AU,1683407542
470,quintanar de la orden,39.5937,-3.0417,65.89,33,39,9.73,ES,1683407542
471,zouerate,22.7187,-12.4521,82.54,15,0,11.65,MR,1683407542
472,kizel,59.0471,57.6477,46.24,73,100,3.0,RU,1683407543
473,krasnokamensk,50.0979,118.0369,40.89,33,2,6.64,RU,1683407543
474,ulsteinvik,62.3432,5.8487,49.06,47,73,1.99,NO,1683407537
475,inebolu,41.9747,33.7608,55.87,69,100,1.68,TR,1683407543
476,east ballina,-28.8667,153.5833,60.01,98,98,6.11,AU,1683407543
477,amursk,50.2261,136.8994,42.6,60,17,1.03,RU,1683407544
478,port hueneme,34.1478,-119.1951,71.46,59,0,12.66,US,1683407318
479,ataq,14.5377,46.8319,77.13,59,95,8.7,YE,1683407546
480,ixtapa,20.7,-105.2,81.63,74,0,13.8,MX,1683407546
481,bubaque,11.2833,-15.8333,78.85,77,28,18.54,GW,1683407547
482,polyarnyy,69.1989,33.4478,26.4,93,32,4.68,RU,1683407547
483,preobrazheniye,42.9019,133.9064,43.57,62,80,2.21,RU,1683407547
484,jackson,42.4165,-122.8345,58.87,54,75,4.0,US,1683407489
485,akrehamn,59.2667,5.1833,50.0,75,18,4.61,NO,1683407548
486,touros,-5.1989,-35.4608,79.99,74,20,13.31,BR,1683407266
487,beau vallon,-20.4189,57.6953,75.22,78,91,14.74,MU,1683407548
488,coronel dorrego,-38.7187,-61.2873,57.61,61,100,6.17,AR,1683407548
489,ak-suu,42.4995,78.527,35.64,40,0,7.07,KG,1683407548
490,singaparna,-7.3515,108.111,71.6,95,90,0.11,ID,1683407549
491,taoyuan city,24.9937,121.297,79.0,82,75,4.61,TW,1683407549
492,severo-yeniseyskiy,60.3725,93.0408,27.95,98,96,3.71,RU,1683407549
493,serhiyivka,46.0272,30.3768,54.37,66,9,19.8,UA,1683407426
494,mount pearl,47.5166,-52.7813,39.33,89,100,5.01,CA,1683407549
495,kashary,49.04,41.0056,45.37,73,42,12.73,RU,1683407550
496,naze,28.3667,129.4833,70.79,90,100,13.44,JP,1683407550
497,fort st. john,56.2499,-120.8529,64.78,33,2,15.55,CA,1683407550
498,oncativo,-31.9135,-63.682,63.84,58,0,5.1,AR,1683407550
499,vila franca do campo,37.7167,-25.4333,64.81,93,97,11.45,PT,1683407551
500,hafar al-batin,28.4328,45.9708,84.24,10,3,12.66,SA,1683407551
501,jalalpur pirwala,29.5069,71.2192,83.52,23,0,7.25,PK,1683407551
502,laela,-8.5667,32.05,58.73,89,1,3.31,TZ,1683407551
503,novodvinsk,64.4165,40.8122,25.66,84,59,5.79,RU,1683407551
504,kuanda,56.3161,116.0806,38.14,80,100,1.63,RU,1683407552
505,wanning,18.8003,110.3967,81.07,91,30,13.13,CN,1683407552
506,mandalgovi,45.7625,106.2708,41.02,30,100,4.25,MN,1683407292
507,medicine hat,50.0501,-110.6683,54.03,69,100,23.02,CA,1683407333
508,olyokminsk,60.3736,120.4264,35.69,88,100,10.87,RU,1683407553
509,grand falls-windsor,48.9332,-55.6649,38.5,84,99,1.99,CA,1683407553
510,la chorrera,8.8803,-79.7833,90.64,58,99,13.18,PA,1683407553
511,terenos,-20.4422,-54.8603,82.11,69,40,4.61,BR,1683407340
512,abbeville,50.1,1.8333,59.49,97,100,4.14,FR,1683407454
513,beypazari,40.1675,31.9211,56.37,79,99,3.29,TR,1683407554
514,tahoua,14.8888,5.2692,89.67,25,52,1.16,NE,1683407554
515,grand baie,-20.0182,57.5802,75.45,79,14,4.0,MU,1683407554
516,kasongo-lunda,-6.4667,16.8167,72.91,91,92,0.76,CD,1683407554
517,san luis de la loma,17.2706,-100.8939,90.55,53,0,10.45,MX,1683407554
518,xicotencatl,23.0167,-98.8833,101.17,32,15,10.42,MX,1683407555
519,koh kong,11.6175,102.9806,82.45,83,73,3.18,KH,1683407555
520,whakatane,-37.9585,176.9854,65.77,93,100,5.99,NZ,1683407555
521,clawson,42.5334,-83.1463,69.69,51,40,10.36,US,1683407556
522,piney green,34.716,-77.3202,74.89,53,75,12.66,US,1683407556
523,maua,-23.6678,-46.4614,73.36,87,100,6.53,BR,1683407466
524,carolina,18.3808,-65.9574,90.18,63,20,13.8,PR,1683407349
525,auxonne,47.1926,5.3873,61.16,72,0,4.61,FR,1683407556
526,kamogawa,35.1,140.1,68.77,88,100,23.47,JP,1683407557
527,ak'ordat,15.5486,37.8867,89.73,29,33,3.58,ER,1683407557
528,murwara,23.85,80.4,83.61,30,3,4.16,IN,1683407557
529,stepnogorsk,52.3544,71.8869,58.8,32,2,5.64,KZ,1683407557
530,north branch,45.5113,-92.9802,62.71,95,100,3.0,US,1683407557
531,mont-laurier,46.5501,-75.4993,63.25,46,100,5.08,CA,1683407558
532,toulepleu guere,6.574,-8.4259,76.1,91,89,3.87,CI,1683407489
533,starkville,33.4504,-88.8184,82.06,78,40,9.22,US,1683407380
534,calabugao,8.4564,125.1589,65.91,97,96,0.67,PH,1683407558
535,vilyuysk,63.7553,121.6247,34.16,85,100,11.72,RU,1683407558
536,kourou,5.1552,-52.6478,82.45,80,100,7.76,GF,1683407559
537,merrill,45.1805,-89.6835,57.58,88,100,9.22,US,1683407559
538,nantucket,41.2835,-70.0995,69.85,51,0,17.27,US,1683407559
539,del rio,29.3627,-100.8968,88.12,59,0,8.05,US,1683407507
540,armacao de buzios,-22.7469,-41.8817,75.25,84,21,8.41,BR,1683407559
541,wenchang,30.904,118.4887,59.18,93,92,3.6,CN,1683407559
542,frontera,26.9333,-101.45,99.32,23,59,4.0,MX,1683407560
543,monze,-16.2833,27.4833,62.2,47,100,4.43,ZM,1683407560
544,tangalle,6.024,80.7911,77.23,90,100,11.45,LK,1683407560
545,belyy yar,53.6039,91.3903,42.69,65,0,2.24,RU,1683407560
546,camana,-16.6228,-72.7111,70.16,77,78,9.24,PE,1683407561
547,antalaha,-14.9003,50.2788,72.55,86,0,5.97,MG,1683407561
548,les cayes,18.2,-73.75,84.63,52,17,9.57,HT,1683407295
549,totskoye,52.5248,52.7623,50.41,86,61,8.61,RU,1683407561
550,el nido,11.1858,119.3956,80.4,84,100,8.25,PH,1683407561
551,ujae,8.9322,165.7642,81.75,82,69,17.47,MH,1683407561
552,kirensk,57.7853,108.1119,28.53,98,35,4.18,RU,1683407562
553,yemetsk,63.4721,41.7941,26.74,82,47,8.3,RU,1683407562
554,tsiroanomandidy,-18.7667,46.0333,63.34,80,0,1.07,MG,1683407562
555,terenozek,45.05,64.9833,61.59,40,3,4.59,KZ,1683407562
556,sherman,33.6357,-96.6089,87.24,64,40,14.97,US,1683407563
557,murzuq,25.9155,13.9184,74.01,19,0,7.34,LY,1683407563
558,la ronge,55.1001,-105.2842,50.97,53,78,8.3,CA,1683407563
559,evanston,42.0411,-87.6901,78.37,59,75,17.27,US,1683407381
560,harstad,68.799,16.5293,36.81,70,100,4.0,NO,1683407563
561,jabor,5.921,169.6434,82.78,78,67,10.76,MH,1683407564
562,magadan,59.5667,150.8,33.69,83,12,1.54,RU,1683407564
563,gaspe,48.8334,-64.4819,54.16,48,16,8.48,CA,1683407488
564,moyale,3.5167,39.0584,67.68,81,33,2.82,KE,1683407564
565,pimenta bueno,-11.6725,-61.1936,81.01,84,99,3.13,BR,1683407564
566,tete,-16.1564,33.5867,66.24,67,3,2.64,MZ,1683407564
567,kishtwar,33.3167,75.7667,49.21,78,100,4.85,IN,1683407565
568,malvan,16.0667,73.4667,81.01,71,54,5.3,IN,1683407565
569,saynshand,44.8824,110.1163,45.28,26,24,5.95,MN,1683407565
570,dunedin,-45.8742,170.5036,56.07,99,34,8.99,NZ,1683407400
